EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PPTO_INICIAL;MODIFICACION;PPTO_DEFINITIVO;DERECHOS_RECONOCIDOS_NETOS;RECAUDACION_NETA
2017;1;Impuestos Directos;1-0;Sobre La Renta;1-0-1;Recargo Sobre Actividades Economicas;1-0-1-;; 1500000,0; 0,0; 1500000,0; 860945,31; 575615,53
2017;1;Impuestos Directos;1-0;Sobre La Renta;1-0-2;Tramo Autonomico Del I.R.P.F.;1-0-2-;; 255387590,0; 0,0; 255387590,0; 293894738,65; 293894738,65
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-;; 15000000,0;-15000000,0; 0,0; 0,0; 0,0
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-01;Impuesto Sobre Sucesiones; 0,0; 15000000,0; 15000000,0; 19882642,08; 18763765,96
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-02;Impuesto Sobre Donaciones; 0,0; 3000000,0; 3000000,0; 2432501,02; 1633082,23
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-1;Impuesto Sobre El Patrimonio;1-1-1-;; 8000000,0; 0,0; 8000000,0; 7395841,76; 7276601,72
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-2;Impuesto Sobre Donaciones;1-1-2-;; 3000000,0;-3000000,0; 0,0; 0,0; 0,0
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-3;Impuesto Sobre Los Depositos En Las Entidades De Crédito;1-1-3-;; 3000000,0; 0,0; 3000000,0; 2597336,8; 2597336,8
2017;1;Impuestos Directos;1-1;Sobre El Capital;1-1-4;Impuesto Sobre Los Grandes Establecimientos Comerciales;1-1-4-;; 0,0; 0,0; 0,0; 0,0; 0,0
2017;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales;2-0-0-;; 28000000,0;-28000000,0; 0,0; 0,0; 0,0
2017;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales;2-0-0-01;Sobre Transmisiones Patrimoniales; 0,0; 28000000,0; 28000000,0; 26399805,75; 25695951,92
