EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PPTO_INICIAL;MODIFICACION;PPTO_DEFINITIVO;DERECHOS_RECONOCIDOS_NETOS;RECAUDACION_NETA
2024;1;Impuestos Directos;1-0;Sobre La Renta;1-0-0;Compensación Impuesto Actividades Económicas;1-0-0-00;Compensación Impuesto Actividades Económicas; 54153,0; 0,0; 54153,0; 36407,61; 36407,61
2024;1;Impuestos Directos;1-0;Sobre La Renta;1-0-1;Recargo Sobre Actividades Económicas;1-0-1-00;Recargo Sobre Actividades Económicas; 2267460,0; 0,0; 2267460,0; 1965896,85; 1953492,42
2024;1;Impuestos Directos;1-0;Sobre La Renta;1-0-2;Tramo Autonómico Del I.R.P.F.;1-0-2-00;Tramo Autonómico Del I.R.P.F.; 513672840,0; 0,0; 513672840,0; 499099439,46; 462147288,59
2024;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-01;Impuesto Sobre Sucesiones; 26000000,0; 0,0; 26000000,0; 27711154,9; 26493593,14
2024;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-02;Impuesto Sobre Donaciones; 850000,0; 0,0; 850000,0; 919529,36; 900658,76
2024;1;Impuestos Directos;1-1;Sobre El Capital;1-1-1;Impuesto Sobre El Patrimonio;1-1-1-00;Impuesto Sobre El Patrimonio; 15500000,0; 0,0; 15500000,0; 16355570,06; 16240430,6
2024;1;Impuestos Directos;1-1;Sobre El Capital;1-1-3;Impuesto Sobre Los Depósitos En Las Entidades De Crédito;1-1-3-00;Impuesto Sobre Los Depósitos En Las Entidades De Crédito; 3476692,0; 0,0; 3476692,0; 3048636,16; 3048636,16
2024;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Jurídicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0-01;Sobre Transmisiones Patrimoniales; 37065000,0; 0,0; 37065000,0; 37688397,72; 36901634,03
2024;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Jurídicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0-02;Sobre Actos Jurídicos Documentados; 8895600,0; 0,0; 8895600,0; 9299580,22; 9270665,55
2024;2;Impuestos Indirectos;2-1;Tributos Sobre El Juego;2-1-0;Tributos Sobre El Juego;2-1-0-00;Tributos Sobre El Juego; 10590000,0; 0,0; 10590000,0; 11051301,15; 9129269,01
2024;2;Impuestos Indirectos;2-2;Cánones;2-2-0;Canon De Saneamiento Y Depuración;2-2-0-00;Canon De Saneamiento Y Depuración; 14000000,0; 0,0; 14000000,0; 10101966,13; 9844179,83
2024;2;Impuestos Indirectos;2-3;Sobre El Valor Añadido;2-3-0;Impuesto Sobre El Valor Añadido;2-3-0-01;Sobre Operaciones Interiores; 347074810,0; 0,0; 347074810,0; 326978244,63; 326978244,63
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-00;Impuesto Sobre El Alcohol Y Bebidas Derivadas; 3244400,0; 0,0; 3244400,0; 3924579,7; 3924579,7
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-01;Impuesto Sobre Productos Intermedios; 80580,0; 0,0; 80580,0; 89990,0; 89990,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-02;Impuesto Sobre La Cerveza; 1260210,0; 0,0; 1260210,0; 1562286,83; 1562286,83
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-03;Impuesto Sobre Las Labores Del Tabaco; 27280060,0; 0,0; 27280060,0; 29537190,0; 29537190,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-04;Impuesto Sobre Hidrocarburos; 60323550,0; 0,0; 60323550,0; 56720260,0; 56720260,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-05;Impuesto Sobre La Electricidad; 8108370,0; 0,0; 8108370,0; 7998290,0; 7998290,0
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-0;Sobre Determinados Medios De Transporte;2-8-0-00;Sobre Determinados Medios De Transporte; 3470748,0; 0,0; 3470748,0; 3837906,47; 3837906,47
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-2;Impuestos Medioambientales;2-8-2-02;Impuesto Sobre El Impacto Visual Elementos Suministro Energía Eléctrica; 2647500,0; 0,0; 2647500,0; 2525026,0; 2525026,0
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-3;Impuestos Economía Circular;2-8-3-01;Depósitos Residuos; 3250000,0; 0,0; 3250000,0; 2911022,0; 2911022,0
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-0;Venta De Publicaciones Propias;3-0-0-02;Venta De Publicaciones Del Instituto De Estudios Riojanos; 30000,0; 0,0; 30000,0; 26673,97; 26673,97
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-0;Venta De Publicaciones Propias;3-0-0-99;Venta De Otras Publicaciones; 500,0; 0,0; 500,0; 1082,11; 1082,11
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-4;Venta De Productos Agropecuarios;3-0-4-00;Venta De Plantas Y Semillas De Viveros; 100000,0; 0,0; 100000,0; 28727,26; 28727,26
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-4;Venta De Productos Agropecuarios;3-0-4-01;Explotaciones Agrarias; 70000,0; 0,0; 70000,0; 90561,61; 90561,61
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-9;Venta De Otros Bienes;3-0-9-08;Venta De Objetos Publicitarios; 500,0; 0,0; 500,0; 732,06; 732,06
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-9;Venta De Otros Bienes;3-0-9-09;Venta De Chatarra; 6500,0; 0,0; 6500,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-00;Residencia De Personas Mayores De Calahorra; 996000,0; 0,0; 996000,0; 864864,64; 864864,64
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-01;Residencia De Personas Mayores De Lardero; 874783,0; 0,0; 874783,0; 1044886,57; 791527,1
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-02;Hogares De Tercera Edad; 0,0; 0,0; 0,0; 407399,88; 407399,88
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-03;Estancias Residencia Santa Lucía De Fuenmayor; 939000,0; 0,0; 939000,0; 845904,86; 845904,86
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-04;Centros Concertados Ancianos, Discapacitados Y Otros; 0,0; 0,0; 0,0; 1013448,98; 239608,72
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-05;Centros De Día Servicios De Personas Mayores; 1608434,0; 0,0; 1608434,0; 1195115,45; 1194303,41
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-07;Plazas Concertadas Personas Con Discapacidad; 1700000,0; 0,0; 1700000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-08;Campamentos E Intercambios; 43000,0; 0,0; 43000,0; 59443,38; 59443,38
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-09;Centros De Información Juveniles; 500,0; 0,0; 500,0; 332,0; 332,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-00;Centro Asistencial Albelda De Iregua; 615000,0; 0,0; 615000,0; 634854,52; 634854,52
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-01;Escuelas Infantiles De Primer Ciclo; 24050,0; 0,0; 24050,0; 19951,83; 19951,83
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-02;Servicios Docentes Escuela Superior De Diseño De La Rioja; 500000,0; 0,0; 500000,0; 154973,55; 154973,55
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-04;Venta De Entradas Filmoteca Rafael Azcona; 18000,0; 0,0; 18000,0; 21114,09; 21114,09
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-07;Instalaciones Deportivas; 28000,0; 0,0; 28000,0; 37506,78; 37506,78
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-08;Juegos Deportivos De La Rioja; 167000,0; 0,0; 167000,0; 169751,0; 169751,0
