EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PPTO_INICIAL;MODIFICACION;PPTO_DEFINITIVO;DERECHOS_RECONOCIDOS_NETOS;RECAUDACION_NETA
2023;1;Impuestos Directos;1-0;Sobre La Renta;1-0-0;Compensación Impuesto Actividades Económicas;1-0-0-00;Compensación Impuesto Actividades Económicas; 965000,0; 0,0; 965000,0; 4744,3; 4744,3
2023;1;Impuestos Directos;1-0;Sobre La Renta;1-0-1;Recargo Sobre Actividades Económicas;1-0-1-00;Recargo Sobre Actividades Económicas; 1600000,0; 0,0; 1600000,0; 1719157,61; 1718481,08
2023;1;Impuestos Directos;1-0;Sobre La Renta;1-0-2;Tramo Autonómico Del I.R.P.F.;1-0-2-00;Tramo Autonómico Del I.R.P.F.; 408813390,0; 0,0; 408813390,0; 345698352,5; 345698352,5
2023;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-01;Impuesto Sobre Sucesiones; 27030000,0; 0,0; 27030000,0; 26921715,73; 26733084,07
2023;1;Impuestos Directos;1-1;Sobre El Capital;1-1-0;Impuesto Sobre Sucesiones Y Donaciones;1-1-0-02;Impuesto Sobre Donaciones; 1590000,0; 0,0; 1590000,0; 640926,62; 604591,41
2023;1;Impuestos Directos;1-1;Sobre El Capital;1-1-1;Impuesto Sobre El Patrimonio;1-1-1-00;Impuesto Sobre El Patrimonio; 16000000,0; 0,0; 16000000,0; 14425177,11; 14405737,94
2023;1;Impuestos Directos;1-1;Sobre El Capital;1-1-3;Impuesto Sobre Los Depósitos En Las Entidades De Crédito;1-1-3-00;Impuesto Sobre Los Depósitos En Las Entidades De Crédito; 3690000,0; 0,0; 3690000,0; 3321932,58; 3321932,58
2023;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Jurídicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0-01;Sobre Transmisiones Patrimoniales; 42582000,0; 0,0; 42582000,0; 27744053,74; 27355476,27
2023;2;Impuestos Indirectos;2-0;Sobre Transmisiones Patrimoniales Y Actos Jurídicos Documentados;2-0-0;Sobre Transmisiones Patrimoniales Y Actos Juridicos Documentados;2-0-0-02;Sobre Actos Jurídicos Documentados; 11476000,0; 0,0; 11476000,0; 7069365,57; 6995524,83
2023;2;Impuestos Indirectos;2-1;Tributos Sobre El Juego;2-1-0;Tributos Sobre El Juego;2-1-0-00;Tributos Sobre El Juego; 9931000,0; 0,0; 9931000,0; 8269327,3; 8186166,88
2023;2;Impuestos Indirectos;2-2;Cánones;2-2-0;Canon De Saneamiento Y Depuración;2-2-0-00;Canon De Saneamiento Y Depuración; 16777000,0; 0,0; 16777000,0; 9605857,56; 8699296,97
